1232	ihtiar	ikhtiar
1233	ijeman	ijon
1234	ikan gurita	gurita
1235	ilai	mengilai
1236	ilalang	lalang
1237	ilar	mengilar
1238	ilir	hilir
1239	ilmu fisika	fisika
1240	imak	mengimak
1241	imang	timang
1242	imbak	mengimbak imbak
1243	imbit	mengimbit
1244	imkan	mengimkan
1245	impi	mengimpikan
1246	impit	berimpit
1247	inap	inap lajak
1248	incer	incar
1249	incrit	mengincrit incrit
1250	indak	tidak
1251	indap	berindap indap
1252	indera	indra
1253	indik	mengindik
1254	inding	menginding
1255	indria	indra
1256	infantri	infanteri
1257	influensa	influenza
1258	inga	teringa inga
1259	ingar	ingar bingar
1260	ingau	mengingau
1261	ingsar	mengingsar
1262	ingsut	beringsut
1263	inkulturasi	enkulturasi
1264	insektivora	insektivor
1265	inta	anta
1266	intai	mengintai
1267	interen	intern
1268	intermezo	intermeso
1269	internir	menginternir
1270	interpiu	interviu
1271	interyeksi	interjeksi
1272	intil	kintil
1273	iprit	mengiprit
1274	iras	seiras
1275	irik	mengirik
1276	iring	beriring
1277	isap	mengisap
1278	isolir	isolasi
1279	istinja	beristinja
1280	istirahat	istirahat singkat
1281	isyu	isu
1282	itarad	iktirad
1283	itaraf	iktiraf
1284	itibar	iktibar
1285	itidal	iktidal
1286	itikad	iktikad
1287	itikaf	iktikaf
1288	iur	iuran
1289	Jabar	menjabarkan
1290	jabat	menjabat
1291	jabat tangan	berjabat tangan
1292	jabel	jabal
1293	jabir	berjabir jabir
1294	jadah	haram jadah
1295	jahit	jahit jelujur
1296	jailangkung	jelangkung
1297	jaja	berjaja
1298	jajah	menjajah
1299	jajak	menjajaki
1300	jajal	menjajal
1301	jaksi	topi
1302	jalar	berjalaran
1303	jalin	berjalin
1304	jamaah	jemaah
1305	jamah	menjamah
1306	jaman	zaman
1307	jambret	menjambret
1308	jamin	menjamin
1309	jamiyah	jamiah
1310	jamrud	zamrud
1311	jangkah	menjangkah
1312	jangking	jongkang
1313	jangkit	berjangkit
1314	jannah	janah
1315	jantera	jentera
1316	japuk	japu
1317	jariat	jariah
1318	jaringau	jerangau
1319	jaru	jaharu
1320	jasirah	jazirah
1321	jawat	berjawat
1322	jawil	menjawil
1323	jazirat	jazirah
1324	jebah	berjebah
1325	jebai	berjebai
1326	jebar	jebar jebur
1327	jebik	cebik
1328	jeblos	menjebloskan
1329	jebluk	menjebluk
1330	jegal	menjegal
1331	jegil	menjegil
1332	jejal	berjejal
1333	jejamang	jamang
1334	jejamu	jamu
1335	jejawi	jawi
1336	jejer	jejeran
1337	jeket	jaket
1338	jela	berjela
1339	jelajah	menjelajah
1340	jelalat	jelalatan
1341	jelangak	menjelangak
1342	jelantik	gelatik
1343	jelejeh	berjelejehan
1344	jelempah	menjelempah
1345	jelengar	menjelengar
1346	jelentik	selentik
1347	jelepak	menjelepak
1348	jelepok	menjelepok
1349	jeling	menjeling
1350	jelir	menjelirkan
1351	jelma	menjelma
1352	jelotong	jelutung
1353	jelum	berjelum
1354	jelungkap	menjelungkap
1355	jeluntung	cacar
1356	jembak	menjembak
1357	jemerlang	cemerlang
1358	jempalik	jempalit
1359	jempalit	berjempalitan
1360	jemput	berjemput
1361	jemur	berjemur
1362	jenayah	jinayah
1363	jendal	jendal jendul
1364	jenela	jendela
1365	jengat	jangat
1366	jengek	menjengek
1367	jenggar	jenggar jenggur
1368	jengget	jengket
1369	jenggut	menjenggut
1370	jengit	menjengit
1371	jengkang	terjengkang
1372	jengkelit	menjengkelit
1373	jengkeng	berjengkeng
1374	jengkerik	jangkrik
1375	jengket	berjengket
1376	jengkit	menjengkit
1377	jengkolet	menjengkolet
1378	jenguk	menjenguk
1379	jengul	menjengul
1380	jenius	genius
1381	jenjeng	jinjing
1382	jentur	jantur
1383	jepet	jepit
1384	jepit	menjepit
1385	jepret	menjepret
1386	jerabai	berjerabai
1387	jerafah	zarafah
1388	jeragan	juragan
1389	jerahak	terjerahak
1390	jerahap	menjerahap
1391	jerait	berjerait
1392	jerajak	jerjak
1393	jeramah	berjeramah
1394	jerambai	berjerambai
1395	jerang	menjerang
1396	jerangkah	ceranggah
1397	jerangkak	menjerangkak
1398	jerangkang	berjerangkang
1399	jerap	menjerap
1400	jerba	menjerba
1401	jerbak	menjerbak
1402	jerejak	jerjak
1403	jeremang	jermang
1404	jeremba	menjeremba
1405	jerembap	menjerembapkan
1406	jerembat	terjerembat
1407	jerembet	jerepet
1408	jerembun	terjerembun
1409	jerempak	berjerempak
1410	jerepak	jerempak
1411	jerigen	jeriken
1412	jeringau	jerangau
1413	jerobong	jerubung
1414	jerohok	terjerohok
1415	jerojol	menjerojol
1416	jerongkes	jerungkis
1417	jerongkok	menjerongkok
1418	jerongkong	menjerongkong
1419	jerpak	jerempak
1420	jerukun	menjerukun
1421	jerukup	menjerukup
1422	jerumat	menjerumat
1423	jerumbung	jerubung
1424	jerumus	menjerumuskan
1425	jerungkau	menjerungkau
1426	jerungkung	menjerungkung
1427	jerungkup	jerukup
1428	jerunuk	terjerunuk
1429	jetis	menjetis
1430	jewer	menjewer
1431	jiarah	ziarah
1432	jibaku	berjibaku
1433	jibilat	jibilah
1434	jidal	bidal
1435	jidor	jidur
1436	jijit	menjijit
1437	jijitsu	yuyitsu
1438	jilat	menjilat
1439	jina	zina
1440	jinawi	loh
1441	jinayat	ginayah
1442	jingau	menjingau
1443	jingkat	berjingkat
1444	jingkau	jangkau
1445	jingkik	berjingkik
1446	jingkrak	berjingkrak
1447	jingu	menjingu
1448	jinjit	berjinjit
1449	jiplak	menjiplak
1450	jipsi	gipsi
1451	jitak	menjitak
1452	joak	juak
1453	joang	juang
1454	jodong	menjodongkan
1455	Jogi	Yogi
1456	jokong	jongkong
1457	jolak	berjolak
1458	jolek	menjolek
1459	jolok	menjolok
1460	jomblo	jomlo
1461	jompak	berjompak
1462	jonget	menjonget
1463	jongkah	jongkang
1464	jongkang	menjongkang
1465	jonjot	menjonjot
1466	juak	juak juak
1467	juandang	bujang
1468	juang	berjuang
1469	jubel	berjubel
1470	jubung	jerubung
1471	jugi	yogi
1472	Juja	Jauza
1473	jujat	jujah
1474	juju	menjuju
1475	jujuh	berjujuh
1476	jujut	menjujut
1477	jukung	jongkong
1478	julang	menjulang
1479	juluk	menjuluk
1480	julur	menjulur
1481	jumanten	jumantan
1482	jumawa	jemawa
1483	jumbul	berjumbul jumbul
1484	jumpa	jumpa muka
1485	jumpalit	berjumpalit
1486	jumput	menjumput
1487	junam	menjunam
1488	jungkal	jungkal balik
1489	jungkang	jungkang jungkit
1490	jungkar	menjungkar
1491	jungkat	jungkat jungkit
1492	jungkel	jungkal
1493	jungkir	berjungkir
1494	jungkir balik	berjungkir balik
1495	jungkit	menjungkit
1496	jungkung	jongkong
1497	junjung	menjunjung
1498	juntai	berjuntai
1499	jupang	berjupang
1500	jurah	jura
1501	juran	joran
1502	juriat	zuriah
1503	Kaabah	Kakbah
1504	kabab	kebab
1505	Kabah	Kakbah
1506	kabruk	kabruk kabrukan
1507	kabuli	kebuli
1508	kacang kedelai	kedelai
1509	kacang mede	mede
1510	kacau balau	kacau balau
1511	kacir	mengacir
1512	kaco	kacau
1513	kacoak	kecoak
1514	kadaluwarsa	kedaluwarsa
1515	kadha	kada
1516	kaedah	kaidah
1517	kah	kah
1518	kahang	kohong
1519	kahwin	kawin
1520	kain antelas	antelas
1521	kain basahan	basahan
1522	kain belacu	belacu
1523	kain beledu	beledu
1524	kain belongsong	belongsong
1525	kain cindai	cindai
1526	kain cita	cita
1527	kain damas	damas
1528	kain dewangga	dewangga
1529	kain dril	dril
1530	kain kafan	kafan
1531	kain kampuh	kampuh
1532	kain kasa	1kasa
1533	kain kembayat	kembayat
1534	kain lajak	lajak
1535	kain lurik	lurik
1536	kain pike	pike
1537	kain poleng	poleng
1538	kain popok	popok
1539	kain songket	songket
1540	kain tegarun	tegarun
1541	kain terpal	terpal
1542	kain tik	tik
1543	kais	mengais
1544	kakah	terkakah kakah
1545	kakar	kekar
1546	kaki telanjang	kaki ayam
1547	kalakatu	kelekatu
1548	kalambak	kelembak
1549	kalembak	kelembak
1550	kalifah	khalifah
1551	kalikasar	kalikausar
1552	kalipah	khalifah
1553	kalkarim	kalkarium
1554	kalkausar	alkausar
1555	kaluk	keluk
1556	kalulus	kelulus
1557	kamban	mengamban
1558	kambau	kambar
1559	kambrat	kamerad
1560	kameli	kambeli
1561	kamfer	kamper
1562	kamir	khamir
1563	kamit	kamit kamit
1564	kamkama	kurkuma
1565	kampai	berkampai
1566	kampak	kapak
1567	kampang	kapang
1568	kampit	kampil
1569	kampul	terkampul kampul
1570	kanaat	kanaah
1571	kanah	kanaah
1572	kanat	kanaah
1573	kancana	kencana
1574	kangguru	kanguru
1575	kanjang	berkanjang
1576	kanjar	khanjar
1577	kantar	berkantaran
1578	kapah	terkapah kapah
1579	kapai	terkapai kapai
1580	kaparat	kafarat
1581	kapilah	kafilah
1582	kapir	kafir
1583	kaplars	kaplares
1584	kapling	kaveling
1585	kaplok	kaplok dada
1586	kapu	kapu kapu
1587	kapulaga	kepulaga
1588	kapung	terkapung kapung
1589	karaba	karamba
1590	karau	berkarau
1591	karbit	karbida
1592	karbonium	karbon
1593	kardan	gardan
1594	kariah	qariah
1595	karih	mengarih
1596	karir	karier
1597	karkausar	alkausar
1598	karosel	korsel
1599	karotin	karotena
1600	karpus	kerpus
1601	kartonis	kartunis
1602	karuan	keruan
1603	karut	berkarut
1604	karyat	karyah
1605	kasak-kisik	kasak kusuk
1606	kasemek	kesemek
1607	kasiat	khasiat
1608	kasima	kesima
1609	kaso	kasau
1610	kastil	kastel
1611	kasuma	kusuma
1612	kasumat	kesumat
1613	kasuwari	kasuari
1614	kaswi	kasui
1615	katagori	kategori
1616	katalogus	katalog
1617	katam	khatam
1618	katan	khitan
1619	kate	katai
1620	katek	ketek
1621	katirah	ketirah
1622	katistiwa	khatulistiwa
1623	katlum	katelum
1624	kaula	kawula
1625	kaung	kawung
1626	kausar	alkausar
1627	kaut	mengaut
1628	kavling	kaveling
1629	kawatir	khawatir
1630	kawul	kaul
1631	kayal	khayal
1632	kayambang	kiambang
1633	kayau	mengayau
1634	kayu cendana	cendana
1635	kayu cendana kayan	kayan
1636	kayu cendana pok	pok
1637	kayu cendana sugi	sugi
1638	kazanah	khazanah
1639	kebambam	kebembem
1640	kebin	kabin
1641	kebit	kebat
1642	kebo	kerbau
1643	kebur	mengebur
1644	kebut	mengebut
1645	kecai	berkecai
1646	kecak pinggang	berkecak pinggang
1647	kecam	mengecam
1648	kecamuk	berkecamuk
1649	kecimik	kecomak kecimik
1650	kecindan	kecandan
1651	kecipung	kecimpung
1652	kecuak	kecoak
1653	keda	kedah
1654	kedar	kadar
1655	kedau	mengedau
1656	kedek	kedek kedek
1657	kedele	kedelai
1658	kedemat	khidmat
1659	kedengkung	kedengkang
1660	kedewaga	kedewas
1661	kedongdong	kedondong
1662	kedongkok	dongkok
1663	keduk	keduk teplok
1664	kehel	terkehel
1665	kejan	mengejan
1666	kejar	berkejaran
1667	kejibeling	kecibeling
1668	kejolak	gejolak
1669	kejuju	mengejuju
1670	kekaras	karas
1671	kekeh	terkekeh kekeh
1672	kekol	mengekol
1673	kekudung	kerudung
1674	kelab	kelab malam
1675	kelabak	kelabakan
1676	kelabet	kelabat
1677	kelamai	gelamai
1678	kelamarin	kemarin
1679	kelandera	kelendara
1680	kelang	kalang
1681	kelantang	mengelantang
1682	kelasah	kelasah kelusuh
1683	kelebat	berkelebat
1684	kelebet	kelebek
1685	kelebuk	ara
1686	kelejat	berkelejat
1687	kelek	kelek kelek
1688	kelelot	berkelelot
1689	kelemantang	kalimantang
1690	kelemarin	kemarin
1691	kelembai	kelambai
1692	kelemban	berkelemban
1693	kelembubu	halimbubu
1694	kelembung	gelembung
1695	kelempai	terkelempai
1696	kelemumur	kelemur
1697	kelemunting	kemunting
1698	kelenggara	mengelenggarakan
1699	kelengking	kelengkeng
1700	kelep	klep
1701	kelepai	berkelepai
1702	kelepat	mengelepat
1703	kelepek	terkelepek
1704	kelepur	mengelepur
1705	kelesot	mengelesot
1706	keletar	geletar
1707	keleti	keliti
1708	keliar	berkeliaran
1709	kelibang	berkelibang
1710	kelicih	kelicik
1711	kelicik	gelicik
1712	kelidai	kenidai
1713	kelikah	khalikah
1714	kelikik	mengelikik
1715	kelimantang	kalimantang
1716	kelincir	gelincir
1717	kelinjat	terkelinjat kelinjat
1718	kelintar	berkelintaran
1719	kelis	mengelis
1720	kelisah	gelisah
1721	kelit	berkelit
1722	keloceh	celoteh
1723	kelola	mengelola
1724	kelonet	sekelonet
1725	kelosok	mengelosok
1726	keloyak	berkeloyak
1727	kelubung	selubung
1728	kelumit	sekelumit
1729	kelupas	mengelupas
1730	kelupur	mengelupur
1731	keluruk	keruyuk
1732	kelut	kelut melut
1733	keluwek	keluak
1734	keluyur	berkeluyuran
1735	kemak-kemik	kemik
1736	kemal	berkemal
1737	kemalai	gemulai
1738	kemanakan	kemenakan
1739	kemandang	kumandang
1740	kembang biak	berkembang biak
1741	kembara	embara
1742	kembeng	mengembeng
1743	kembol	mengembol
1744	kementam	berkementam
1745	kemilau	kilau
1746	keminting	kemiri
1747	kemong	kemung
1748	kempes	kempis
1749	kemucing	kemoceng
1750	kemudu	mengkudu
1751	kemuncak	puncak
1752	kemundir	kemendur
1753	kemut	mengemut
1754	kenang	mengenang
1755	kenantan	kinantan
1756	kencar	terkencar kencar
1757	kendak	gendak
1758	kendara	kendara terbang
1759	kendong	mengendong
1760	kendor	kendur
1761	kengkang	kangkang
1762	kenor	kenur
1763	kentong	kentung
1764	kenung	kenong
1765	kenyam	mengenyam
1766	kenyap	kenyam
1767	kenyit	mengenyit
1768	kenyut	mengenyut
1769	kepau	kepar
1770	keplak	mengeplak
1771	kepoh	mengepohkan
1772	kepok	kepoh
1773	keprek	mengeprek
1774	kepris	mengepris
1775	kepruk	mengepruk
1776	kepudang	kepodang
1777	kepung	berkepung
1778	kepuyuh	puyuh
1779	keraeng	karaeng
1780	keram	mengeram
1781	kerang bulu	kerang batu
1782	kerangga	kerengga
1783	kerangkang	kelangkang
1784	keratau	kertau
1785	kercing	mengercingkan
1786	kercit	mengercitkan
1787	kerdip	kedip
1788	kerdum	kerdam
1789	kerdut	kedut
1790	kerebok	mengerebok
1791	kereceng	mengerecengkan
1792	kerekah	kerkah
1793	kerekut	kerekot
1794	kerempagi	kerampagi
1795	keremunting	kemunting
1796	keremus	mengeremus
1797	keremut	keremot
1798	kerencing	kerenting
1799	kerenggamunggu	kardamunggu
1800	kerengkiang	rengkiang
1801	kerenyau	kernyau
1802	kerenyit	kernyit
1803	kerenyot	mengerenyot
1804	kerenyut	kernyut
1805	kerepai	kerpai
1806	kerepak	kerpak
1807	kerepek	keripik
1808	kerepot	keriput
1809	keretot	kerekot
1810	keretut	kerekot
1811	keriap	berkeriapan
1812	keriat-keriut	keriang keriut
1813	kericau	berkericau
1814	kerikit	mengerikiti
1815	kerimuk	kerumuk
1816	keringsing	geringsing
1817	kerinyut	kernyut
1818	keritik	berkeritik keritik
1819	kerjang	kerjang udara
1820	kerjap	mengerjap
1821	kerkah	mengerkah
1822	kerkap	kerkah
1823	kerkau	mengerkau
1824	kerkeling	kerakeling
1825	kerlap	bekerlapan
1826	kermunting	kemunting
1827	kernai	mengernai
1828	kernying	mengernying
1829	kerobek	mengerobek
1830	kerodong	kerudung
1831	keroh	keruh
1832	keronco	keroncor
1833	keroncot	kerucut
1834	kerongsong	kelongsong
1835	keronsang	kerongsang
1836	kerontang	kering
1837	keropong	keropok
1838	kerosang	kerongsang
1839	kerosek	kerosak
1840	kerot	kerang kerot
1841	keroyok	mengeroyok
1842	kersen	kers
1843	kersip	kedip
1844	kerubian	kerubin
1845	kerubung	berkerubung
1846	kerukut	mengerukut
1847	kerumit	mengerumit
1848	kerumun	berkerumun
1849	kerumus	mengerumus
1850	kerutak	mengerutak
1851	kesang	mengesang
1852	kesek	mengesek
1853	kesel	mengesel
1854	kesi	kesu kesi
1855	kesiur	berkesiur
1856	kesmaran	kasmaran
1857	kesot	berkesot
1858	kesuma	kusuma
1859	kesumat	dendam kesumat
1860	kesut	terkesut kesut
1861	ketah	kutaha
1862	ketap	mengetap
1863	ketap-ketap	berketap ketap
1864	keter	keter fase
1865	ketikan	tikan
1866	ketil	berketil ketil
1867	ketimbung	kecimpung
1868	ketimun	mentimun
1869	ketimus	timus
1870	ketis	mengetis
1871	ketonggeng	ketungging
1872	ketrek	mengetrek
1873	ketrok	ketuk
1874	ketual	katwal
1875	kewuh	mengewuhkan
1876	khabar	kabar
1877	khalil	Allah
1878	kharisma	karisma
1879	khaul	haul
1880	khudu	khuduk
1881	khulak	khuluk
1882	khusuk	khusyuk
1883	kiah	mengiah
1884	kiak	kiak kiak
1885	kibar	berkibar
1886	kibernetika	sibernetika
1887	kibik	kubik
1888	kidab	kizib
1889	kidamat	khidmat
1890	kifarat	kafarat
1891	kifayah	fardu
1892	kijip	kejap
1893	kiju	keju
1894	kikih	terkikih kikih
1895	kikik	berkikikan
1896	kimar	himar
1897	kimbah	mengimbah
1898	kimbang	berkimbang kimbang
1899	kimpa	kimpal
1900	kin	ken
1901	kincah	mengincah
1902	kincak	terkincak kincak
1903	kindap	terkindap kindap
1904	kingka	kimkha
1905	kingkip	kingking
1906	kingkit	kingking
1907	kintar	kitar
1908	kinyam	kenyam
1909	kiong	keong
1910	kip	kep
1911	kipai	mengipaikan
1912	kipal	kimpal
1913	kipar	kepar
1914	kiparat	kafarat
1915	kiprat	mengipratkan
1916	kiraah	qiraah
1917	kiraat	qiraah
1918	kirabat	kerabat
1919	kiran	haji
1920	kirap	mengirap
1921	kirim	berkirim
1922	kirung	berkirung
1923	kiryah	karyah
1924	kiryat	karyah
1925	kisai	mengisai
1926	kismet	kismat
1927	kitik	mengitik
1928	kiut	kicut
1929	klas	kelas
1930	klen	klan
1931	klengkeng	lengkeng
1932	klenteng	kelenteng
1933	klobot	kelobot
1934	klor	klorin
1935	koar	berkoar
1936	kobar	berkobar
1937	kocoh	terkocoh kocoh
1938	kocor	mengocor
1939	kohlea	koklea
1940	kojah	khojah
1941	kojol	terkojol kojol
1942	kokang	mengokang
1943	kokoa	kakao
1944	kokoh	kukuh
1945	kolah	kulah
1946	kolang-kalik	kolang kaling
1947	kolembeng	kolomben
1948	koliseng	ginseng
1949	kolomnis	kolumnis
1950	komariah	kamariah
1951	komkoma	kurkuma
1952	komoditi	komoditas
1953	kompes	mengompes
1954	komplit	komplet
1955	kon-	 ko
1956	konfrontir	konfrontasi
1957	kongkol	sekongkol
1958	kongkow	kongko
1959	kongkret	konkret
1960	kongkurs	konkurs
1961	konperensi	konferensi
1962	konsentrik	konsentris
1963	konsinyering	konsinyasi
1964	konsortium	konsorsium
1965	konstatir	mengonstatir
1966	koordinir	koordinasi
1967	kopah	berkopah kopah
1968	kopeling	kopling
1969	koperatif	kooperatif
1970	koperativisme	kooperativisme
1971	kopor	koper
1972	korden	gorden
1973	kores	gores
1974	koret	koretan
1975	korma	kurma
1976	korsi	kursi
1977	korum	kuorum
1978	kos	indekos
1979	kosambi	kesambi
1980	kosek	mengosek
1981	kosel	terkosel kosel
1982	koset	keset
1983	kotbah	khotbah
1984	koteng	terkoteng koteng
1985	koterek	kotrek
1986	kotes	mengotes
1987	kowak	kuak
1988	krah	kerah
1989	krai	kerahi
1990	krail	kerahi
1991	krakal	kerakal
1992	krama	kromo
1993	kran	keran
1994	krebo	kribo
1995	krematori	krematorium
1996	kreseh-peseh	kareseh peseh
1997	kriminil	kriminal
1998	kriterium	kriteria
1999	krom	kromium
2000	kromong	gambang
2001	kroniometri	kraniometri
2002	ksatria	kesatria
2003	kua	koa
2004	kuai	terkuai kuai
2005	kuartir	kwartir
2006	kuarza	kuarsa
2007	kuatir	khawatir
2008	kuayah	akar kuayah
2009	kubit	mengubit
2010	kucandan	kecandan
2011	kucek	mengucek ngucek
2012	kucil	mengucil
2013	kucindan	kecandan
2014	kucung	kocong
2015	kucup	kecup
2016	kucut	kecut
2017	kuda karengga	karengga
2018	kuda teji	teji
2019	kudi	kodi
2020	kudidi	kedidi
2021	kudil	kudis
2022	kueni	kuini
2023	kuetiau	kwetiau
2024	kuing	kaing
2025	kuit	kuit gamit
2026	kuja	khojah
2027	kukang	kungkang
2028	kukuk beluk	kokokbeluk
2029	kukut	kokot
2030	kulambai	kelambai
2031	kulari	kelari
2032	kuldi	khuldi
2033	kulikat	kelikat
2034	kulintang	kolintang
2035	kulio	kalio
2036	kulit padi	sekam
2037	kulkulah	kalkalah
2038	kulum	mengulum
2039	kuma-kuma	kurkuma
2040	kumala	kemala
2041	kumango	kumanga
2042	kumayan	kemenyan
2043	kumbara	embara
2044	kumel	kumal
2045	kumkuma	kurkuma
2046	kumpal	gumpal
2047	kumpar	mengumpar
2048	kumpul	berkumpul
2049	kumur	berkumur
2050	kumut	berkumut
2051	kuna	kuno
2052	kunar-kunar	berkunar kunar
2053	kuncir	kucir
2054	kuncit	kucir
2055	kunir	kunyit
2056	kunyah	mengunyah
2057	kuotum	kuota
2058	kupas	mengupas
2059	kupil	mengupil
2060	kupu	kufu
2061	Kuran	Alquran
2062	kurung kurawal	kurawal
2063	kuruyuk	kukuruyuk
2064	kus	dekus
2065	kusal	mengusal
2066	kusau	berkusau kusau
2067	kusen	kosen
2068	kusik	berkusik
2069	kusruk	mengusruk
2070	kusti	gusti
2071	kuta	berkuta
2072	kutat	berkutat
2073	kutbah	khotbah
2074	kutik	berkutik
2075	kutika	ketika
2076	kutilang	ketilang
2077	kuting	berkuting kuting
2078	kutip	mengutip
2079	kuwalat	kualat
2080	kuyam	koyam
2081	kwartet	kuartet
2082	kweni	kuini
2083	kwiz	kuis
2084	kwosien	kuosien
2085	labah-labah	laba laba
2086	labrak	melabrak
2087	labrang	laberang
2088	labun	berlabun labun
2089	labur	melabur
2090	lacak	melacak
2091	lada cili	2cili
2092	laden	meladeni
2093	lagang	melagang
2094	lahat	lahad
2095	lahip	daif
2096	lailat	lailah
2097	laip	daif
2098	laka	lak
2099	lakak	melakak
2100	lakri	lakeri
2101	lalalat	dalalat
2102	lalau	melalau
2103	laler	lalat
2104	lalim	zalim
2105	lamar	melamar
2106	lambai	berlambai lambai
2107	lamender	lemender
2108	laminah	lamina
2109	lampan	melampan
2110	lampar	berlampar
2111	lampir	melampiri
2112	lampoyang	lempuyang
2113	lampoyangan	lempuyangan
2114	lampung	melampung
2115	lancit	lencit
2116	lancong	melancong
2117	lancur	melancur
2118	landau	melandau
2119	landut	landung
2120	langah	melangah
2121	langak-languk	langak longok
2122	langca	lancia
2123	langcia	lancia
2124	langgan	berlanggan
2125	langgang	tunggang langgang
2126	langgung	melanggungkan
2127	langkang	memperlangkangkan
2128	langkara	lengkara
2129	langkitang	lengkitang
2130	langkuas	lengkuas
2131	langkup	terlangkup
2132	langsang	langseng
2133	langsep	langsat
2134	languh	lenguh
2135	langut	melangut
2136	lanja	melanja
2137	lanjau	terlanjau
2138	lanjuk	telanjuk
2139	lansai	langsai
2140	lansar	langsar
2141	lansat	langsat
2142	lansekap	lanskap
2143	lansi	langsi
2144	lansir	langsir
2145	lantar	melantarkan
2146	lantera	lentera
2147	lantur	melantur
2148	lanus	melanus
2149	lanyak	melanyak
2150	laoteng	loteng
2151	lapad	lafal
2152	lapal	lafal
2153	lapaz	lafal
2154	lapo	lepau
2155	lapur	berlapur
2156	larah	berlarah larah
2157	larai	melarai
2158	larih	berlarih larih
2159	lasah	melasahkan
2160	lasit	lesit
2161	lasykar	laskar
2162	latam	melatam
2163	latang	jelatang
2164	latih	berlatih
2165	latis	melatis
2166	latu	lelatu
2167	laun-laun	hari
2168	lavender	lavendel
2169	lawat	melawat
2170	lawe	lawai
2171	lawean	lema
2172	layam	melayam
2173	layan	melayani
2174	layang	layang gantung
2175	layat	melayat
2176	layuk	melayuk
2177	layut	melayut
2178	lazat	lezat
2179	lebang	lebang pinggang
2180	lebas	melebas
2181	leber	luber
2182	lecer	lecet
2183	leci	lici
2184	lecit	melecit
2185	lecun	melecun
2186	lecur	melecur
2187	ledak	meledak
2188	ledeng	leding
2189	ledos	meledos
2190	leduk	meleduk
2191	ledung	meledung
2192	legah	lega
2193	legalisir	legalisasi
2194	legam	hitam legam
2195	lego	melego
2196	legojo	algojo
2197	legu	melegu
2198	legundi	lenggundi
2199	lehar	rehal
2200	leja	meleja
2201	lejit	melejit
2202	lekah	rekah
2203	lekemia	leukemia
2204	lekosit	leukosit
2205	leku	meleku
2206	lelabah	laba laba
2207	lelabi	labi labi
2208	lelai	melelai
2209	lelak	rerak
2210	lelangit	langit langit
2211	lelangse	langsai
2212	lelawa	kelelawar
2213	lelep	melelepkan
2214	leli	lili
2215	lelung	lelang
2216	lembab	lembap
2217	lembai	melembai
2218	lembak	melembak
2219	lemban	lembam
2220	lembega	rembega
2221	lembesu	tembesu
2222	lembik	lembek
2223	lembung	melembung
2224	lembusir	lemusir
2225	lemender	lamender
2226	lemes	lemas
2227	lemidang	lembidang
2228	lempah	limpah
2229	lempai	berlempaian
2230	lempam	lempem
2231	lempap	melempap
2232	lempedu	empedu
2233	lempem	melempem
2234	lempenai	lampeni
2235	lempeni	lampeni
2236	lempoh	lempuh
2237	lempok	lempuk
2238	lempuh	melempuh
2239	lemukat	melukut
2240	lemukut	melukut
2241	lemungsir	lemusir
2242	lemuru	lemburu
2243	lenan	linen
2244	lenceng	lencang
2245	lencet	lecet
2246	lencit	melencit
2247	lender	lendir
2248	lendot	melendot
2249	lenga	bijan
2250	lengak	melengak
2251	lengau	langau
2252	lenger	lengar
2253	lenggak	melenggak
2254	lenggara	selenggara
2255	lenggor	melenggor
2256	lengkas	langkas
2257	lengkiang	rangkiang
2258	lengos	melengos
2259	lengser	melengser
2260	lengset	belengset
2261	lengung	melengung
2262	lenjan	melenjan
2263	lenser	lengser
2264	lenset	lengset
2265	lentun	lantun
2266	lenyeh	melenyeh
2267	leontin	liontin
2268	leot	meleot
2269	lepet	lepat
2270	leplap	liplap
2271	lepot	berlepotan
2272	leram	deram
2273	lerik	derik
2274	lerok	melerok
2275	lerot	berlerot
2276	lerum	derum
2277	lesah	lasah
2278	lesang	melesang
2279	lesat	pelesat
2280	lesau	desau
2281	lesek	lasak
2282	leset	peleset
2283	lesih	lesi
2284	lesot	melesot
2285	letek	peletek
2286	letis	meletis
2287	letur	lentur
2288	lewa	melewa
2289	lewah	melewah
2290	lewar	melewar
2291	leyeh	leyeh leyeh
2292	leyot	meleyot
2293	liang lahat	liang lahad
2294	liau	meliau
2295	libas	melibas
2296	libat	berlibat
2297	libereto	libreto
2298	ligar	berligar ligar
2299	ligas	meligas
2300	ligat	meligat
2301	ligih	meligih
2302	lihat	melihat
2303	likut	berlikut
2304	lilah	melilah
2305	lilau	melilau
2306	limbai	melimbai
2307	limbur	melimbur
2308	limfopenia	limfositopenia
2309	limonade	limun
2310	limpap	berlimpap
2311	limpau	melimpaui
2312	limut	melimut
2313	linan	linen
2314	linang	berlinang
2315	lincam	melincam
2316	lindak	berlindak lindak
2317	lindas	melindas
2318	lindik	melindik
2319	lindis	melindis
2320	lindur	melindur
2321	lingar	melingar
2322	linggam	sedelinggam
2323	lingkis	melingkis
2324	lingkung	melingkung
2325	linjak	melinjak
2326	lintadu	sentadu
2327	lintir	melintir
2328	linyar	melinyar
2329	liput	meliput
2330	lisani	huruf
2331	liver	lever
2332	lobang	lubang
2333	locok	melocok
2334	locot	melocot
2335	loha	duha
2336	lohor	zuhur
2337	lokalisir	lokalisasi
2338	loktong	loki
2339	lombar	melombar
2340	lomot	melomot
2341	lonco	melonco lonco
2342	longak-longok	melongak longok
2343	longo	melongo
